technology,parameter,technology_year,value
biomass wood CHP,p_max_pu_annual,2020,0.91
biomass wood CHP,p_max_pu_annual,2025,0.91
biomass wood CHP,p_max_pu_annual,2030,0.91
biomass wood CHP,p_max_pu_annual,2035,0.91
biomass wood CHP,p_max_pu_annual,2040,0.91
biomass wood CHP,p_max_pu_annual,2045,0.91
biomass wood CHP,p_max_pu_annual,2050,0.91
biomass wood CHP,variable_cost,2015,29
biomass wood CHP,variable_cost,2020,29
biomass wood CHP,variable_cost,2025,29
biomass wood CHP,variable_cost,2030,29
biomass wood CHP,variable_cost,2035,29
biomass wood CHP,variable_cost,2040,29
biomass wood CHP,variable_cost,2045,29
biomass wood CHP,variable_cost,2050,29
biomass wood heat,efficiency,2015,0.85
biomass wood heat,efficiency,2020,0.85
biomass wood heat,efficiency,2025,0.85
biomass wood heat,efficiency,2030,0.85
biomass wood heat,efficiency,2035,0.85
biomass wood heat,efficiency,2040,0.85
biomass wood heat,efficiency,2045,0.85
biomass wood heat,efficiency,2050,0.85
biomass wood heat,fixed_cost,2015,230000
biomass wood heat,fixed_cost,2020,230000
biomass wood heat,fixed_cost,2025,230000
biomass wood heat,fixed_cost,2030,230000
biomass wood heat,fixed_cost,2035,230000
biomass wood heat,fixed_cost,2040,230000
biomass wood heat,fixed_cost,2045,230000
biomass wood heat,fixed_cost,2050,230000
biomass wood heat,investment_cost,2015,2900000
biomass wood heat,investment_cost,2020,2900000
biomass wood heat,investment_cost,2025,2900000
biomass wood heat,investment_cost,2030,2900000
biomass wood heat,investment_cost,2035,2900000
biomass wood heat,investment_cost,2040,2900000
biomass wood heat,investment_cost,2045,2900000
biomass wood heat,investment_cost,2050,2900000
biomass wood heat,lifetime,2015,25
biomass wood heat,lifetime,2020,25
biomass wood heat,lifetime,2025,25
biomass wood heat,lifetime,2030,25
biomass wood heat,lifetime,2035,25
biomass wood heat,lifetime,2040,25
biomass wood heat,lifetime,2045,25
biomass wood heat,lifetime,2050,25
biomass wood heat,p_max_pu_annual,2015,0.93
biomass wood heat,p_max_pu_annual,2020,0.93
biomass wood heat,p_max_pu_annual,2025,0.93
biomass wood heat,p_max_pu_annual,2030,0.93
biomass wood heat,p_max_pu_annual,2035,0.93
biomass wood heat,p_max_pu_annual,2040,0.93
biomass wood heat,p_max_pu_annual,2045,0.93
biomass wood heat,p_max_pu_annual,2050,0.93
biomass wood heat,variable_cost,2015,18
biomass wood heat,variable_cost,2020,18
biomass wood heat,variable_cost,2025,18
biomass wood heat,variable_cost,2030,18
biomass wood heat,variable_cost,2035,18
biomass wood heat,variable_cost,2040,18
biomass wood heat,variable_cost,2045,18
biomass wood heat,variable_cost,2050,18
biomass wood power,efficiency,2015,0.32
biomass wood power,efficiency,2020,0.32
biomass wood power,efficiency,2025,0.32
biomass wood power,efficiency,2030,0.32
biomass wood power,efficiency,2035,0.32
biomass wood power,efficiency,2040,0.32
biomass wood power,efficiency,2045,0.32
biomass wood power,efficiency,2050,0.32
biomass wood power,fixed_cost,2015,620000
biomass wood power,fixed_cost,2020,620000
biomass wood power,fixed_cost,2025,620000
biomass wood power,fixed_cost,2030,620000
biomass wood power,fixed_cost,2035,620000
biomass wood power,fixed_cost,2040,620000
biomass wood power,fixed_cost,2045,620000
biomass wood power,fixed_cost,2050,620000
biomass wood power,investment_cost,2015,22000000
biomass wood power,investment_cost,2020,22000000
biomass wood power,investment_cost,2025,22000000
biomass wood power,investment_cost,2030,22000000
biomass wood power,investment_cost,2035,22000000
biomass wood power,investment_cost,2040,22000000
biomass wood power,investment_cost,2045,22000000
biomass wood power,investment_cost,2050,22000000
biomass wood power,lifetime,2015,25
biomass wood power,lifetime,2020,25
biomass wood power,lifetime,2025,25
biomass wood power,lifetime,2030,25
biomass wood power,lifetime,2035,25
biomass wood power,lifetime,2040,25
biomass wood power,lifetime,2045,25
biomass wood power,lifetime,2050,25
biomass wood power,p_max_pu_annual,2015,0.91
biomass wood power,p_max_pu_annual,2020,0.91
biomass wood power,p_max_pu_annual,2025,0.91
biomass wood power,p_max_pu_annual,2030,0.91
biomass wood power,p_max_pu_annual,2035,0.91
biomass wood power,p_max_pu_annual,2040,0.91
biomass wood power,p_max_pu_annual,2045,0.91
biomass wood power,p_max_pu_annual,2050,0.91
biomass wood power,variable_cost,2015,29
biomass wood power,variable_cost,2020,29
biomass wood power,variable_cost,2025,29
biomass wood power,variable_cost,2030,29
biomass wood power,variable_cost,2035,29
biomass wood power,variable_cost,2040,29
biomass wood power,variable_cost,2045,29
biomass wood power,variable_cost,2050,29
biomass wood supply,variable_cost,2020,83
biomass wood supply,variable_cost,2021,85
biomass wood supply,variable_cost,2022,180
biomass wood supply,variable_cost,2023,180
biomass wood supply,variable_cost,2024,180
biomass wood supply,variable_cost,2025,180
biomass wood supply,variable_cost,2030,180
biomass wood supply,variable_cost,2035,180
biomass wood supply,variable_cost,2040,180
biomass wood supply,variable_cost,2045,180
biomass wood supply,variable_cost,2050,180
building retrofits,investment_cost,2015,13000000
building retrofits,investment_cost,2020,13000000
building retrofits,investment_cost,2025,13000000
building retrofits,investment_cost,2030,13000000
building retrofits,investment_cost,2035,13000000
building retrofits,investment_cost,2040,13000000
building retrofits,investment_cost,2045,13000000
building retrofits,investment_cost,2050,13000000
building retrofits,lifetime,2015,50
building retrofits,lifetime,2020,50
building retrofits,lifetime,2025,50
building retrofits,lifetime,2030,50
building retrofits,lifetime,2035,50
building retrofits,lifetime,2040,50
building retrofits,lifetime,2045,50
building retrofits,lifetime,2050,50
co2 emissions,co2_cost,2020,170
co2 emissions,co2_cost,2021,350
co2 emissions,co2_cost,2022,430
co2 emissions,co2_cost,2023,390
co2 emissions,co2_cost,2024,280
co2 emissions,co2_cost,2025,320
co2 emissions,co2_cost,2030,620
co2 emissions,co2_cost,2035,860
co2 emissions,co2_cost,2040,1100
co2 emissions,co2_cost,2045,1300
co2 emissions,co2_cost,2050,1500
connection HMV-vRES,lifetime,2015,40
connection HMV-vRES,lifetime,2020,40
connection HMV-vRES,lifetime,2025,40
connection HMV-vRES,lifetime,2030,40
connection HMV-vRES,lifetime,2035,40
connection HMV-vRES,lifetime,2040,40
connection HMV-vRES,lifetime,2045,40
connection HMV-vRES,lifetime,2050,40
connection HMV-vRES,investment_cost,2015,1000000
connection HMV-vRES,investment_cost,2020,1000000
connection HMV-vRES,investment_cost,2025,1000000
connection HMV-vRES,investment_cost,2030,1000000
connection HMV-vRES,investment_cost,2035,1000000
connection HMV-vRES,investment_cost,2040,1000000
connection HMV-vRES,investment_cost,2045,1000000
connection HMV-vRES,investment_cost,2050,1000000
connection HMV-vRES,fixed_cost,2015,31000
connection HMV-vRES,fixed_cost,2020,31000
connection HMV-vRES,fixed_cost,2025,31000
connection HMV-vRES,fixed_cost,2030,31000
connection HMV-vRES,fixed_cost,2035,31000
connection HMV-vRES,fixed_cost,2040,31000
connection HMV-vRES,fixed_cost,2045,31000
connection HMV-vRES,fixed_cost,2050,31000
connection vRES-HMV,parent_ratio,2015,1
connection vRES-HMV,parent_ratio,2020,1
connection vRES-HMV,parent_ratio,2025,1
connection vRES-HMV,parent_ratio,2030,1
connection vRES-HMV,parent_ratio,2035,1
connection vRES-HMV,parent_ratio,2040,1
connection vRES-HMV,parent_ratio,2045,1
connection vRES-HMV,parent_ratio,2050,1
connection vRES-HMV,lifetime,2015,40
connection vRES-HMV,lifetime,2020,40
connection vRES-HMV,lifetime,2025,40
connection vRES-HMV,lifetime,2030,40
connection vRES-HMV,lifetime,2035,40
connection vRES-HMV,lifetime,2040,40
connection vRES-HMV,lifetime,2045,40
connection vRES-HMV,lifetime,2050,40
distribution HMV,efficiency,2015,0.97
distribution HMV,efficiency,2020,0.97
distribution HMV,efficiency,2025,0.97
distribution HMV,efficiency,2030,0.97
distribution HMV,efficiency,2035,0.97
distribution HMV,efficiency,2040,0.97
distribution HMV,efficiency,2045,0.97
distribution HMV,efficiency,2050,0.97
distribution HMV,lifetime,2015,40
distribution HMV,lifetime,2020,40
distribution HMV,lifetime,2025,40
distribution HMV,lifetime,2030,40
distribution HMV,lifetime,2035,40
distribution HMV,lifetime,2040,40
distribution HMV,lifetime,2045,40
distribution HMV,lifetime,2050,40
distribution HMV,investment_cost,2015,6000000
distribution HMV,investment_cost,2020,6000000
distribution HMV,investment_cost,2025,6000000
distribution HMV,investment_cost,2030,6000000
distribution HMV,investment_cost,2035,6000000
distribution HMV,investment_cost,2040,6000000
distribution HMV,investment_cost,2045,6000000
distribution HMV,investment_cost,2050,6000000
distribution HMV,fixed_cost,2015,180000
distribution HMV,fixed_cost,2020,180000
distribution HMV,fixed_cost,2025,180000
distribution HMV,fixed_cost,2030,180000
distribution HMV,fixed_cost,2035,180000
distribution HMV,fixed_cost,2040,180000
distribution HMV,fixed_cost,2045,180000
distribution HMV,fixed_cost,2050,180000
distribution LV,efficiency,2015,0.96
distribution LV,efficiency,2020,0.96
distribution LV,efficiency,2025,0.96
distribution LV,efficiency,2030,0.96
distribution LV,efficiency,2035,0.96
distribution LV,efficiency,2040,0.96
distribution LV,efficiency,2045,0.96
distribution LV,efficiency,2050,0.96
distribution LV,lifetime,2015,40
distribution LV,lifetime,2020,40
distribution LV,lifetime,2025,40
distribution LV,lifetime,2030,40
distribution LV,lifetime,2035,40
distribution LV,lifetime,2040,40
distribution LV,lifetime,2045,40
distribution LV,lifetime,2050,40
distribution LV,investment_cost,2015,7300000
distribution LV,investment_cost,2020,7300000
distribution LV,investment_cost,2025,7300000
distribution LV,investment_cost,2030,7300000
distribution LV,investment_cost,2035,7300000
distribution LV,investment_cost,2040,7300000
distribution LV,investment_cost,2045,7300000
distribution LV,investment_cost,2050,7300000
distribution LV,fixed_cost,2015,220000
distribution LV,fixed_cost,2020,220000
distribution LV,fixed_cost,2025,220000
distribution LV,fixed_cost,2030,220000
distribution LV,fixed_cost,2035,220000
distribution LV,fixed_cost,2040,220000
distribution LV,fixed_cost,2045,220000
distribution LV,fixed_cost,2050,220000
district heating,efficiency,2015,0.9
district heating,efficiency,2020,0.9
district heating,efficiency,2025,0.9
district heating,efficiency,2030,0.9
district heating,efficiency,2035,0.9
district heating,efficiency,2040,0.9
district heating,efficiency,2045,0.9
district heating,efficiency,2050,0.9
DSR reduction,variable_cost,2015,2000
DSR reduction,variable_cost,2020,2000
DSR reduction,variable_cost,2025,2000
DSR reduction,variable_cost,2030,2000
DSR reduction,variable_cost,2035,2000
DSR reduction,variable_cost,2040,2000
DSR reduction,variable_cost,2045,2000
DSR reduction,variable_cost,2050,2000
electricity grid,efficiency,2015,0.93
electricity grid,efficiency,2020,0.93
electricity grid,efficiency,2025,0.93
electricity grid,efficiency,2030,0.93
electricity grid,efficiency,2035,0.93
electricity grid,efficiency,2040,0.93
electricity grid,efficiency,2045,0.93
electricity grid,efficiency,2050,0.93
hard coal boiler,efficiency,2015,0.75
hard coal boiler,efficiency,2020,0.75
hard coal boiler,efficiency,2025,0.75
hard coal boiler,efficiency,2030,0.75
hard coal boiler,efficiency,2035,0.75
hard coal boiler,efficiency,2040,0.75
hard coal boiler,efficiency,2045,0.75
hard coal boiler,efficiency,2050,0.75
hard coal boiler,fixed_cost,2015,230000
hard coal boiler,fixed_cost,2020,230000
hard coal boiler,fixed_cost,2025,230000
hard coal boiler,fixed_cost,2030,230000
hard coal boiler,fixed_cost,2035,230000
hard coal boiler,fixed_cost,2040,230000
hard coal boiler,fixed_cost,2045,230000
hard coal boiler,fixed_cost,2050,230000
hard coal boiler,investment_cost,2015,3000000
hard coal boiler,investment_cost,2020,3000000
hard coal boiler,investment_cost,2025,3000000
hard coal boiler,investment_cost,2030,3000000
hard coal boiler,investment_cost,2035,3000000
hard coal boiler,investment_cost,2040,3000000
hard coal boiler,investment_cost,2045,3000000
hard coal boiler,investment_cost,2050,3000000
hard coal boiler,lifetime,2015,20
hard coal boiler,lifetime,2020,20
hard coal boiler,lifetime,2025,20
hard coal boiler,lifetime,2030,20
hard coal boiler,lifetime,2035,20
hard coal boiler,lifetime,2040,20
hard coal boiler,lifetime,2045,20
hard coal boiler,lifetime,2050,20
hard coal CHP,efficiency,2015,0.27
hard coal CHP,efficiency,2020,0.27
hard coal CHP,efficiency,2025,0.27
hard coal CHP,efficiency,2030,0.27
hard coal CHP,efficiency,2035,0.27
hard coal CHP,efficiency,2040,0.27
hard coal CHP,efficiency,2045,0.27
hard coal CHP,efficiency,2050,0.27
hard coal CHP,efficiency2,2015,0.45
hard coal CHP,efficiency2,2020,0.45
hard coal CHP,efficiency2,2025,0.45
hard coal CHP,efficiency2,2030,0.45
hard coal CHP,efficiency2,2035,0.45
hard coal CHP,efficiency2,2040,0.45
hard coal CHP,efficiency2,2045,0.45
hard coal CHP,efficiency2,2050,0.45
hard coal CHP,fixed_cost,2015,220000
hard coal CHP,fixed_cost,2020,220000
hard coal CHP,fixed_cost,2025,220000
hard coal CHP,fixed_cost,2030,220000
hard coal CHP,fixed_cost,2035,220000
hard coal CHP,fixed_cost,2040,220000
hard coal CHP,fixed_cost,2045,220000
hard coal CHP,fixed_cost,2050,220000
hard coal CHP,investment_cost,2015,13000000
hard coal CHP,investment_cost,2020,13000000
hard coal CHP,investment_cost,2025,13000000
hard coal CHP,investment_cost,2030,13000000
hard coal CHP,investment_cost,2035,13000000
hard coal CHP,investment_cost,2040,13000000
hard coal CHP,investment_cost,2045,13000000
hard coal CHP,investment_cost,2050,13000000
hard coal CHP,lifetime,2015,25
hard coal CHP,lifetime,2020,25
hard coal CHP,lifetime,2025,25
hard coal CHP,lifetime,2030,25
hard coal CHP,lifetime,2035,25
hard coal CHP,lifetime,2040,25
hard coal CHP,lifetime,2045,25
hard coal CHP,lifetime,2050,25
hard coal CHP,variable_cost,2015,20
hard coal CHP,variable_cost,2020,20
hard coal CHP,variable_cost,2025,20
hard coal CHP,variable_cost,2030,20
hard coal CHP,variable_cost,2035,20
hard coal CHP,variable_cost,2040,20
hard coal CHP,variable_cost,2045,20
hard coal CHP,variable_cost,2050,20
hard coal heat,efficiency,2015,0.85
hard coal heat,efficiency,2020,0.85
hard coal heat,efficiency,2025,0.85
hard coal heat,efficiency,2030,0.85
hard coal heat,efficiency,2035,0.85
hard coal heat,efficiency,2040,0.85
hard coal heat,efficiency,2045,0.85
hard coal heat,efficiency,2050,0.85
hard coal heat,fixed_cost,2015,230000
hard coal heat,fixed_cost,2020,230000
hard coal heat,fixed_cost,2025,230000
hard coal heat,fixed_cost,2030,230000
hard coal heat,fixed_cost,2035,230000
hard coal heat,fixed_cost,2040,230000
hard coal heat,fixed_cost,2045,230000
hard coal heat,fixed_cost,2050,230000
hard coal heat,investment_cost,2015,2900000
hard coal heat,investment_cost,2020,2900000
hard coal heat,investment_cost,2025,2900000
hard coal heat,investment_cost,2030,2900000
hard coal heat,investment_cost,2035,2900000
hard coal heat,investment_cost,2040,2900000
hard coal heat,investment_cost,2045,2900000
hard coal heat,investment_cost,2050,2900000
hard coal heat,lifetime,2015,25
hard coal heat,lifetime,2020,25
hard coal heat,lifetime,2025,25
hard coal heat,lifetime,2030,25
hard coal heat,lifetime,2035,25
hard coal heat,lifetime,2040,25
hard coal heat,lifetime,2045,25
hard coal heat,lifetime,2050,25
hard coal heat,p_max_pu_annual,2015,0.93
hard coal heat,p_max_pu_annual,2020,0.93
hard coal heat,p_max_pu_annual,2025,0.93
hard coal heat,p_max_pu_annual,2030,0.93
hard coal heat,p_max_pu_annual,2035,0.93
hard coal heat,p_max_pu_annual,2040,0.93
hard coal heat,p_max_pu_annual,2045,0.93
hard coal heat,p_max_pu_annual,2050,0.93
hard coal heat,variable_cost,2015,18
hard coal heat,variable_cost,2020,18
hard coal heat,variable_cost,2025,18
hard coal heat,variable_cost,2030,18
hard coal heat,variable_cost,2035,18
hard coal heat,variable_cost,2040,18
hard coal heat,variable_cost,2045,18
hard coal heat,variable_cost,2050,18
hard coal power old,efficiency,2015,0.33
hard coal power old,efficiency,2020,0.33
hard coal power old,efficiency,2025,0.33
hard coal power old,efficiency,2030,0.33
hard coal power old,efficiency,2035,0.33
hard coal power old,efficiency,2040,0.33
hard coal power old,efficiency,2045,0.33
hard coal power old,efficiency,2050,0.33
hard coal power old,fixed_cost,2015,220000
hard coal power old,fixed_cost,2020,220000
hard coal power old,fixed_cost,2025,220000
hard coal power old,fixed_cost,2030,220000
hard coal power old,fixed_cost,2035,220000
hard coal power old,fixed_cost,2040,220000
hard coal power old,fixed_cost,2045,220000
hard coal power old,fixed_cost,2050,220000
hard coal power old,lifetime,2015,25
hard coal power old,lifetime,2020,25
hard coal power old,lifetime,2025,25
hard coal power old,lifetime,2030,25
hard coal power old,lifetime,2035,25
hard coal power old,lifetime,2040,25
hard coal power old,lifetime,2045,25
hard coal power old,lifetime,2050,25
hard coal power old,variable_cost,2015,20
hard coal power old,variable_cost,2020,20
hard coal power old,variable_cost,2025,20
hard coal power old,variable_cost,2030,20
hard coal power old,variable_cost,2035,20
hard coal power old,variable_cost,2040,20
hard coal power old,variable_cost,2045,20
hard coal power old,variable_cost,2050,20
hard coal power SC,efficiency,2015,0.43
hard coal power SC,efficiency,2020,0.43
hard coal power SC,efficiency,2025,0.43
hard coal power SC,efficiency,2030,0.43
hard coal power SC,efficiency,2035,0.43
hard coal power SC,efficiency,2040,0.43
hard coal power SC,efficiency,2045,0.43
hard coal power SC,efficiency,2050,0.43
hard coal power SC,fixed_cost,2015,220000
hard coal power SC,fixed_cost,2020,220000
hard coal power SC,fixed_cost,2025,220000
hard coal power SC,fixed_cost,2030,220000
hard coal power SC,fixed_cost,2035,220000
hard coal power SC,fixed_cost,2040,220000
hard coal power SC,fixed_cost,2045,220000
hard coal power SC,fixed_cost,2050,220000
hard coal power SC,investment_cost,2015,13000000
hard coal power SC,investment_cost,2020,13000000
hard coal power SC,investment_cost,2025,13000000
hard coal power SC,investment_cost,2030,13000000
hard coal power SC,investment_cost,2035,13000000
hard coal power SC,investment_cost,2040,13000000
hard coal power SC,investment_cost,2045,13000000
hard coal power SC,investment_cost,2050,13000000
hard coal power SC,lifetime,2015,25
hard coal power SC,lifetime,2020,25
hard coal power SC,lifetime,2025,25
hard coal power SC,lifetime,2030,25
hard coal power SC,lifetime,2035,25
hard coal power SC,lifetime,2040,25
hard coal power SC,lifetime,2045,25
hard coal power SC,lifetime,2050,25
hard coal power SC,variable_cost,2015,20
hard coal power SC,variable_cost,2020,20
hard coal power SC,variable_cost,2025,20
hard coal power SC,variable_cost,2030,20
hard coal power SC,variable_cost,2035,20
hard coal power SC,variable_cost,2040,20
hard coal power SC,variable_cost,2045,20
hard coal power SC,variable_cost,2050,20
hard coal supply,co2_emissions,2015,0.34
hard coal supply,co2_emissions,2020,0.34
hard coal supply,co2_emissions,2021,0.34
hard coal supply,co2_emissions,2022,0.34
hard coal supply,co2_emissions,2023,0.34
hard coal supply,co2_emissions,2024,0.34
hard coal supply,co2_emissions,2025,0.34
hard coal supply,co2_emissions,2030,0.34
hard coal supply,co2_emissions,2035,0.34
hard coal supply,co2_emissions,2040,0.34
hard coal supply,co2_emissions,2045,0.34
hard coal supply,co2_emissions,2050,0.34
hard coal supply,variable_cost,2020,62
hard coal supply,variable_cost,2021,58
hard coal supply,variable_cost,2022,120
hard coal supply,variable_cost,2023,140
hard coal supply,variable_cost,2024,84
hard coal supply,variable_cost,2025,84
hard coal supply,variable_cost,2030,84
hard coal supply,variable_cost,2035,84
hard coal supply,variable_cost,2040,84
hard coal supply,variable_cost,2045,84
hard coal supply,variable_cost,2050,84
heat pump large AW,efficiency,2015,3.2
heat pump large AW,efficiency,2020,3.2
heat pump large AW,efficiency,2025,3.2
heat pump large AW,efficiency,2030,3.2
heat pump large AW,efficiency,2035,3.2
heat pump large AW,efficiency,2040,3.2
heat pump large AW,efficiency,2045,3.2
heat pump large AW,efficiency,2050,3.2
heat pump large AW,fixed_cost,2015,13000
heat pump large AW,fixed_cost,2020,13000
heat pump large AW,fixed_cost,2025,13000
heat pump large AW,fixed_cost,2030,13000
heat pump large AW,fixed_cost,2035,13000
heat pump large AW,fixed_cost,2040,13000
heat pump large AW,fixed_cost,2045,13000
heat pump large AW,fixed_cost,2050,13000
heat pump large AW,investment_cost,2015,5600000
heat pump large AW,investment_cost,2020,5600000
heat pump large AW,investment_cost,2025,5600000
heat pump large AW,investment_cost,2030,5000000
heat pump large AW,investment_cost,2035,5000000
heat pump large AW,investment_cost,2040,5000000
heat pump large AW,investment_cost,2045,5000000
heat pump large AW,investment_cost,2050,5000000
heat pump large AW,lifetime,2015,25
heat pump large AW,lifetime,2020,25
heat pump large AW,lifetime,2025,25
heat pump large AW,lifetime,2030,25
heat pump large AW,lifetime,2035,25
heat pump large AW,lifetime,2040,25
heat pump large AW,lifetime,2045,25
heat pump large AW,lifetime,2050,25
heat pump large AW,p_max_pu_annual,2015,0.98
heat pump large AW,p_max_pu_annual,2020,0.98
heat pump large AW,p_max_pu_annual,2025,0.98
heat pump large AW,p_max_pu_annual,2030,0.98
heat pump large AW,p_max_pu_annual,2035,0.98
heat pump large AW,p_max_pu_annual,2040,0.98
heat pump large AW,p_max_pu_annual,2045,0.98
heat pump large AW,p_max_pu_annual,2050,0.98
heat pump large AW,variable_cost,2015,11
heat pump large AW,variable_cost,2020,11
heat pump large AW,variable_cost,2025,11
heat pump large AW,variable_cost,2030,11
heat pump large AW,variable_cost,2035,11
heat pump large AW,variable_cost,2040,11
heat pump large AW,variable_cost,2045,11
heat pump large AW,variable_cost,2050,11
heat pump large WW,efficiency,2015,4.5
heat pump large WW,efficiency,2020,4.5
heat pump large WW,efficiency,2025,4.5
heat pump large WW,efficiency,2030,4.5
heat pump large WW,efficiency,2035,4.5
heat pump large WW,efficiency,2040,4.5
heat pump large WW,efficiency,2045,4.5
heat pump large WW,efficiency,2050,4.5
heat pump large WW,fixed_cost,2015,13000
heat pump large WW,fixed_cost,2020,13000
heat pump large WW,fixed_cost,2025,13000
heat pump large WW,fixed_cost,2030,13000
heat pump large WW,fixed_cost,2035,13000
heat pump large WW,fixed_cost,2040,13000
heat pump large WW,fixed_cost,2045,13000
heat pump large WW,fixed_cost,2050,13000
heat pump large WW,investment_cost,2015,4400000
heat pump large WW,investment_cost,2020,4400000
heat pump large WW,investment_cost,2025,4400000
heat pump large WW,investment_cost,2030,3700000
heat pump large WW,investment_cost,2035,3700000
heat pump large WW,investment_cost,2040,3700000
heat pump large WW,investment_cost,2045,3700000
heat pump large WW,investment_cost,2050,3700000
heat pump large WW,lifetime,2015,25
heat pump large WW,lifetime,2020,25
heat pump large WW,lifetime,2025,25
heat pump large WW,lifetime,2030,25
heat pump large WW,lifetime,2035,25
heat pump large WW,lifetime,2040,25
heat pump large WW,lifetime,2045,25
heat pump large WW,lifetime,2050,25
heat pump large WW,p_max_pu_annual,2015,0.98
heat pump large WW,p_max_pu_annual,2020,0.98
heat pump large WW,p_max_pu_annual,2025,0.98
heat pump large WW,p_max_pu_annual,2030,0.98
heat pump large WW,p_max_pu_annual,2035,0.98
heat pump large WW,p_max_pu_annual,2040,0.98
heat pump large WW,p_max_pu_annual,2045,0.98
heat pump large WW,p_max_pu_annual,2050,0.98
heat pump large WW,variable_cost,2015,11
heat pump large WW,variable_cost,2020,11
heat pump large WW,variable_cost,2025,11
heat pump large WW,variable_cost,2030,11
heat pump large WW,variable_cost,2035,11
heat pump large WW,variable_cost,2040,11
heat pump large WW,variable_cost,2045,11
heat pump large WW,variable_cost,2050,11
heat pump small AW,efficiency,2015,5
heat pump small AW,efficiency,2020,5
heat pump small AW,efficiency,2025,5
heat pump small AW,efficiency,2030,5
heat pump small AW,efficiency,2035,5
heat pump small AW,efficiency,2040,5
heat pump small AW,efficiency,2045,5
heat pump small AW,efficiency,2050,5
heat pump small AW,fixed_cost,2015,160000
heat pump small AW,fixed_cost,2020,160000
heat pump small AW,fixed_cost,2025,110000
heat pump small AW,fixed_cost,2030,110000
heat pump small AW,fixed_cost,2035,110000
heat pump small AW,fixed_cost,2040,110000
heat pump small AW,fixed_cost,2045,110000
heat pump small AW,fixed_cost,2050,110000
heat pump small AW,investment_cost,2015,3600000
heat pump small AW,investment_cost,2020,3600000
heat pump small AW,investment_cost,2025,3400000
heat pump small AW,investment_cost,2030,3200000
heat pump small AW,investment_cost,2035,3100000
heat pump small AW,investment_cost,2040,3000000
heat pump small AW,investment_cost,2045,2900000
heat pump small AW,investment_cost,2050,2800000
heat pump small AW,lifetime,2015,20
heat pump small AW,lifetime,2020,20
heat pump small AW,lifetime,2025,20
heat pump small AW,lifetime,2030,20
heat pump small AW,lifetime,2035,20
heat pump small AW,lifetime,2040,20
heat pump small AW,lifetime,2045,20
heat pump small AW,lifetime,2050,20
heat pump small GW,efficiency,2015,5
heat pump small GW,efficiency,2020,5
heat pump small GW,efficiency,2025,5
heat pump small GW,efficiency,2030,5
heat pump small GW,efficiency,2035,5
heat pump small GW,efficiency,2040,5
heat pump small GW,efficiency,2045,5
heat pump small GW,efficiency,2050,5
heat pump small GW,fixed_cost,2015,210000
heat pump small GW,fixed_cost,2020,210000
heat pump small GW,fixed_cost,2025,150000
heat pump small GW,fixed_cost,2030,140000
heat pump small GW,fixed_cost,2035,140000
heat pump small GW,fixed_cost,2040,140000
heat pump small GW,fixed_cost,2045,140000
heat pump small GW,fixed_cost,2050,130000
heat pump small GW,investment_cost,2015,7400000
heat pump small GW,investment_cost,2020,7400000
heat pump small GW,investment_cost,2025,7000000
heat pump small GW,investment_cost,2030,6600000
heat pump small GW,investment_cost,2035,6500000
heat pump small GW,investment_cost,2040,6300000
heat pump small GW,investment_cost,2045,6100000
heat pump small GW,investment_cost,2050,6000000
heat pump small GW,lifetime,2015,20
heat pump small GW,lifetime,2020,20
heat pump small GW,lifetime,2025,20
heat pump small GW,lifetime,2030,20
heat pump small GW,lifetime,2035,20
heat pump small GW,lifetime,2040,20
heat pump small GW,lifetime,2045,20
heat pump small GW,lifetime,2050,20
heat storage large seasonal,fixed_cost,2015,20
heat storage large seasonal,fixed_cost,2020,20
heat storage large seasonal,fixed_cost,2025,20
heat storage large seasonal,fixed_cost,2030,20
heat storage large seasonal,fixed_cost,2035,20
heat storage large seasonal,fixed_cost,2040,20
heat storage large seasonal,fixed_cost,2045,20
heat storage large seasonal,fixed_cost,2050,20
heat storage large seasonal,investment_cost,2015,3800
heat storage large seasonal,investment_cost,2020,3800
heat storage large seasonal,investment_cost,2025,3800
heat storage large seasonal,investment_cost,2030,3800
heat storage large seasonal,investment_cost,2035,3800
heat storage large seasonal,investment_cost,2040,3800
heat storage large seasonal,investment_cost,2045,3800
heat storage large seasonal,investment_cost,2050,3800
heat storage large seasonal,lifetime,2015,20
heat storage large seasonal,lifetime,2020,20
heat storage large seasonal,lifetime,2025,20
heat storage large seasonal,lifetime,2030,20
heat storage large seasonal,lifetime,2035,20
heat storage large seasonal,lifetime,2040,20
heat storage large seasonal,lifetime,2045,20
heat storage large seasonal,lifetime,2050,20
heat storage large seasonal,standing_loss,2015,0.0001
heat storage large seasonal,standing_loss,2020,0.0001
heat storage large seasonal,standing_loss,2025,0.0001
heat storage large seasonal,standing_loss,2030,0.0001
heat storage large seasonal,standing_loss,2035,0.0001
heat storage large seasonal,standing_loss,2040,0.0001
heat storage large seasonal,standing_loss,2045,0.0001
heat storage large seasonal,standing_loss,2050,0.0001
heat storage large tank,fixed_cost,2015,780
heat storage large tank,fixed_cost,2020,780
heat storage large tank,fixed_cost,2025,780
heat storage large tank,fixed_cost,2030,780
heat storage large tank,fixed_cost,2035,780
heat storage large tank,fixed_cost,2040,780
heat storage large tank,fixed_cost,2045,780
heat storage large tank,fixed_cost,2050,780
heat storage large tank,investment_cost,2015,39000
heat storage large tank,investment_cost,2020,39000
heat storage large tank,investment_cost,2025,39000
